Country Name,Country Code,Year,ATM Usage,GDP,High Tech Export ($M),High Tech Import,Internet Subscription Per 100,Internet Usage Per 100,IP Income($M),Labour Force (M),Med_High Tech Manufacturing,Mobile Sub Per 100,Personal Remittance ($M),Poverty Count,Stock Traded $B,Tech Cooperation Grant($M),Unemployment Rate,Med High Tech Export
Netherlands,NLD,2018,44.59,1.76,85531.77,73.43,42.85,91.89,37624.23,9.19,50.51,122.11,2226.49,0.1,31.15,0.0,4.84,55.62
Nigeria,NGA,2018,16.33,-0.59,41.63,24.58,0.04,38.7,252.84,62.42,33.44,87.07,22037.02,30.9,0.59,346.43,4.73,53.61
Norway,NOR,2018,36.74,0.17,4318.5,43.33,41.52,96.49,505.45,2.76,30.12,107.69,615.78,0.3,29.33,0.0,4.16,44.81
Pakistan,PAK,2018,10.0,4.53,374.56,33.63,0.98,15.34,221.0,68.74,22.9,70.08,19856.0,4.9,2.49,275.94,3.91,10.3
Panama,PAN,2018,70.48,1.96,0.09,20.93,12.97,61.81,47.0,1.89,8.32,137.38,533.36,1.4,0.41,18.77,5.39,6.36
Peru,PER,2018,107.5,2.04,210.91,33.86,8.02,55.05,379.13,17.56,14.28,130.9,3051.24,3.6,3.0,110.93,3.69,4.84
Philippines,PHL,2018,28.14,4.55,33903.55,29.92,3.49,44.1,546.41,42.97,37.55,123.98,32809.77,3.0,10.29,137.98,2.55,80.79
Poland,POL,2018,71.87,5.95,21760.89,51.51,20.38,77.54,2692.0,18.43,32.23,125.35,7305.0,0.2,12.96,0.0,4.89,54.06
Portugal,PRT,2018,167.99,3.01,2977.95,40.85,36.78,74.66,813.73,5.23,24.47,115.25,490.42,0.3,9.56,0.0,8.87,43.07
Romania,ROU,2018,66.83,6.65,6636.99,57.19,25.96,70.68,832.02,9.06,42.77,115.44,6555.66,2.7,1.12,0.0,4.93,61.86
Russian Federation,RUS,2018,164.04,2.82,10075.33,43.22,22.0,80.86,4997.36,74.61,24.83,157.43,8235.0,0.01,9.24,0.0,5.21,26.08
Serbia,SRB,2018,45.43,5.07,458.08,41.29,22.29,73.36,199.75,3.26,24.65,121.07,3589.63,2.9,0.33,111.84,13.48,44.79
Slovak Republic,SVK,2018,60.67,3.89,8967.35,43.06,27.68,80.45,686.31,2.75,49.51,132.95,2164.33,0.2,0.1,0.0,8.13,71.3
South Africa,ZAF,2018,67.74,0.29,2091.4,37.01,1.93,62.4,1831.24,23.78,24.43,161.19,873.86,3.5,107.41,117.98,23.99,46.02
Spain,ESP,2018,111.8,1.84,15483.66,41.97,32.43,86.11,4987.97,22.9,37.8,115.75,3004.75,0.8,55.92,0.0,17.22,54.62
Thailand,THA,2018,117.79,3.89,44752.86,39.69,12.92,56.82,3979.48,39.8,41.36,175.88,6720.12,0.07,74.4,76.31,0.83,62.21
Tunisia,TUN,2018,29.99,1.58,828.93,23.83,8.5,64.19,17.5,4.18,27.57,123.77,1890.33,0.15,1.05,186.78,15.33,48.74
Turkiye,TUR,2018,81.94,2.09,3735.73,43.3,16.19,71.04,1882.0,32.88,33.66,96.75,1048.0,0.22,43.92,231.1,10.82,45.08
Ukraine,UKR,2018,97.83,4.02,1213.06,29.61,12.8,62.55,358.0,21.35,27.37,127.75,12132.0,0.03,0.02,366.14,9.5,35.37
United Kingdom,GBR,2018,127.94,1.09,75580.04,44.26,40.02,90.69,11375.28,34.13,43.42,118.75,4308.89,0.5,53.38,0.0,4.33,68.73
United States,USA,2018,15.81,2.4,153808.46,42.76,33.35,88.5,41974.0,163.97,46.32,104.85,6347.0,1.0,204.27,0.0,4.36,62.31
West Bank and Gaza,PSE,2018,23.88,-1.3,6.24,33.22,7.49,64.4,1.08,1.17,7.58,89.98,2378.92,0.06,2.91,133.43,25.68,13.46
Zambia,ZMB,2018,11.59,0.9,25.81,15.32,0.4,14.3,2.14,5.59,9.73,86.74,93.64,11.81,0.02,89.0,8.52,27.42
Argentina,ARG,2019,58.98,-2.97,561.92,31.97,19.65,79.95,2350.35,20.1,23.9,125.94,522.44,0.8,0.87,45.69,9.22,42.7
Australia,AUS,2019,146.17,0.67,6347.42,27.21,34.71,93.61,3471.86,13.31,26.31,110.3,1867.93,0.16,54.19,0.0,5.3,18.81
Austria,AUT,2019,169.41,1.07,15959.51,44.79,28.37,87.75,1663.37,4.64,45.07,120.79,3022.59,0.6,8.67,0.0,4.85,62.22
Bangladesh,BGD,2019,8.92,6.69,31.74,13.06,4.89,27.76,25.94,68.75,7.81,100.03,15566.24,2.88,5.02,197.22,4.38,1.87
Belgium,BEL,2019,80.97,1.71,33078.39,55.14,39.88,90.28,3591.8,5.14,51.29,99.99,12448.57,0.1,11.82,0.0,5.95,56.16
Brazil,BRA,2019,106.55,0.45,9391.88,60.53,15.54,73.91,5402.13,105.44,34.43,95.39,2933.49,5.4,40.13,180.68,12.46,38.01
Bulgaria,BGR,2019,93.4,4.77,2098.84,31.91,28.57,67.95,178.8,3.34,30.54,115.34,2408.23,0.9,0.43,0.0,5.21,46.29
Canada,CAN,2019,219.96,0.44,31536.89,37.82,40.35,91.91,11833.54,20.34,36.93,91.59,1295.57,0.19,79.62,0.0,5.83,57.39
Chile,CHL,2019,49.69,-1.05,672.13,43.01,18.01,85.02,1709.06,9.06,19.63,131.58,69.86,0.25,14.75,45.87,7.21,8.91
China,CHN,2019,96.42,5.58,715302.94,21.72,31.6,64.08,28746.48,776.28,41.45,122.81,24305.61,0.1,94.07,515.52,4.31,60.26
Colombia,COL,2019,42.34,1.31,753.15,35.83,13.85,65.01,1275.58,26.01,23.93,132.07,6675.08,5.3,4.09,159.54,9.11,40.16
Costa Rica,CRI,2019,74.34,1.54,1154.57,33.69,17.79,81.2,538.24,2.46,14.36,143.77,533.51,1.1,0.07,24.4,9.01,54.21
Cote d'Ivoire,CIV,2019,1.96,3.86,141.8,36.5,0.83,36.29,3.09,9.44,14.99,142.94,332.05,4.07,0.47,92.95,2.84,25.93
Croatia,HRV,2019,147.31,4.0,952.47,48.38,27.96,79.08,307.57,1.79,26.77,106.66,4014.01,0.3,0.4,7.68,8.43,47.51
Cyprus,CYP,2019,42.14,4.11,92.91,10.87,36.78,86.06,232.19,0.64,20.52,139.99,521.19,0.2,0.22,0.0,8.37,36.05
Egypt, Arab Rep.,2019,17.71,3.35,125.22,29.53,6.39,46.92,187.7,30.43,22.73,90.4,24737.4,0.62,5.81,186.79,11.77,31.89
France,FRA,2019,98.09,1.5,120534.3,57.17,46.21,83.34,15849.15,30.69,50.94,111.86,26229.27,0.1,29.07,0.0,9.02,66.54
Germany,DEU,2019,98.02,0.83,208148.36,48.85,42.32,88.13,14364.98,43.94,60.38,128.93,18903.42,0.02,40.66,0.0,3.38,73.9
Ghana,GHA,2019,11.51,4.31,9.93,62.17,0.19,45.01,4.08,13.19,10.84,129.61,3520.57,4.63,0.14,131.63,3.43,10.56
Greece,GRC,2019,62.28,1.99,1778.2,17.05,38.88,75.67,347.58,4.73,19.98,112.37,489.7,0.7,5.61,0.0,19.29,28.41
Hungary,HUN,2019,60.56,4.91,18426.66,60.6,32.64,80.37,1597.95,4.72,51.7,105.13,4404.81,0.3,6.16,0.0,3.71,77.11
India,IND,2019,21.65,2.81,23470.54,48.85,1.39,29.52,6515.41,474.73,44.58,83.25,78790.17,10.0,47.94,409.61,7.65,36.67
Indonesia,IDN,2019,54.37,4.04,6281.27,39.69,3.81,47.69,1900.64,133.33,35.0,126.59,11215.34,4.4,10.04,361.99,4.39,30.71
Ireland,IRL,2019,78.79,4.01,39354.58,84.67,29.87,87.0,75297.54,2.4,54.79,105.4,623.63,0.1,8.32,0.0,5.74,59.47
Israel,ISR,2019,128.38,2.19,12563.74,47.01,28.82,86.79,1351.6,4.07,41.0,135.92,1021.6,0.35,16.58,0.0,4.0,57.63
Italy,ITA,2019,91.04,1.65,32548.43,42.75,29.25,67.85,4783.54,26.16,41.63,133.07,9899.65,1.0,25.34,0.0,10.61,53.81
Japan,JPN,2019,127.1,-0.26,103896.71,63.17,33.79,92.73,21381.39,68.39,56.91,148.27,4369.45,0.06,125.06,0.0,2.47,80.61
Kazakhstan,KAZ,2019,84.26,3.16,2247.38,55.08,13.4,81.88,117.05,9.16,15.9,137.13,618.04,0.04,0.71,35.13,4.85,37.83
Kenya,KEN,2019,9.15,3.05,82.48,50.34,0.96,22.67,206.82,22.18,12.89,107.07,2720.37,2.67,1.17,144.65,4.24,23.61
Korea, Rep.,2019,272.59,2.46,192785.76,48.89,41.19,96.02,9429.4,28.35,63.83,128.41,6526.4,0.1,123.9,0.0,3.65,74.22
Luxembourg,LUX,2019,116.54,0.33,790.98,35.73,37.37,97.12,4196.13,0.31,21.97,131.91,2082.89,0.1,0.11,0.0,5.59,48.12
Malaysia,MYS,2019,50.24,3.12,86900.6,42.59,9.04,84.19,1826.85,16.04,43.32,135.96,1685.58,0.01,37.72,40.83,3.3,65.6
Malta,MLT,2019,52.47,2.88,754.56,62.65,40.21,85.78,972.08,0.25,20.02,125.96,277.41,0.3,0.65,0.0,3.66,44.85
Mauritius,MUS,2019,43.17,2.86,24.3,37.79,23.7,61.73,19.76,0.61,5.3,144.0,244.62,0.05,3.09,17.42,6.43,13.84
Mexico,MEX,2019,58.82,-1.05,75162.63,31.7,15.47,69.63,4647.76,55.36,45.6,97.56,35768.42,1.9,7.67,119.79,3.27,81.73
Montenegro,MNE,2019,87.05,4.1,9.7,48.24,28.36,73.48,5.1,0.28,14.86,182.58,588.91,1.59,0.35,10.16,15.19,26.5
Morocco,MAR,2019,27.79,1.8,1017.95,43.73,4.8,84.12,132.03,11.84,40.87,127.95,6919.42,0.13,3.06,296.63,9.24,59.0
Namibia,NAM,2019,72.44,-2.5,2.51,66.11,2.82,44.83,2.41,0.9,7.35,115.41,53.67,1.42,0.24,42.24,19.88,1.7
Netherlands,NLD,2019,41.08,1.29,86980.98,67.88,42.96,93.29,42021.67,9.31,50.21,125.33,2450.1,0.1,31.15,0.0,3.83,56.64
Nigeria,NGA,2019,16.93,-0.26,85.42,31.55,0.04,45.03,252.84,64.87,33.44,90.8,24311.02,11.99,0.61,236.81,4.96,53.56
Norway,NOR,2019,35.16,0.44,4610.57,45.29,42.27,98.0,1381.22,2.8,35.03,107.99,644.35,0.2,27.1,0.0,3.8,46.86
Pakistan,PAK,2019,10.45,0.86,396.19,40.17,0.91,17.07,227.0,69.63,22.9,74.08,21193.0,3.31,2.49,190.49,4.08,10.21
Panama,PAN,2019,69.95,1.64,0.26,20.87,12.66,63.63,46.3,1.97,6.21,137.64,537.88,1.0,0.41,17.35,5.22,11.07
Peru,PER,2019,112.65,0.31,179.19,34.34,7.3,59.95,306.38,18.03,13.97,121.39,3224.75,3.0,1.02,117.63,3.49,5.08
Philippines,PHL,2019,28.9,4.38,35825.93,28.08,5.72,43.03,751.39,43.8,47.25,151.59,33808.97,1.85,8.42,253.51,2.34,81.19
Poland,POL,2019,70.92,4.48,19829.13,51.31,20.36,80.44,3167.0,18.39,32.28,125.72,7603.0,0.1,9.3,0.0,3.85,54.82
Portugal,PRT,2019,165.77,2.66,3594.68,43.3,38.56,75.35,892.94,5.24,25.96,115.74,545.04,0.1,9.56,0.0,6.99,45.54
Romania,ROU,2019,64.71,4.4,6994.47,56.19,27.03,73.66,911.04,9.0,40.95,116.12,6983.99,2.2,1.0,0.0,4.19,62.49
Russian Federation,RUS,2019,161.11,2.24,10756.54,48.0,22.52,82.64,5979.77,74.5,25.79,164.39,9287.27,0.01,8.88,0.0,4.85,27.46
Serbia,SRB,2019,48.38,4.89,505.6,41.66,23.44,77.42,239.38,3.28,25.07,122.05,4445.61,2.3,0.33,120.2,12.73,45.57
Slovak Republic,SVK,2019,61.86,2.37,8048.02,46.0,29.16,82.85,706.69,2.75,51.17,135.67,2210.6,0.1,0.1,0.0,6.54,72.7
South Africa,ZAF,2019,66.93,-0.99,1832.83,41.47,2.15,69.7,1883.35,23.77,24.43,166.94,929.04,3.5,72.99,116.15,24.22,45.99
Spain,ESP,2019,108.5,1.25,15036.52,43.16,33.13,90.72,5065.25,22.93,37.79,117.45,3331.71,0.8,43.87,0.0,15.25,54.99
Thailand,THA,2019,117.5,1.86,40141.56,39.73,14.18,66.65,4280.77,40.23,41.36,181.77,7466.08,0.1,76.28,75.26,0.77,61.12
Tunisia,TUN,2019,30.72,0.61,840.51,23.66,9.91,66.7,16.57,4.2,27.57,122.59,1902.29,0.15,1.05,211.73,15.46,51.64
Turkiye,TUR,2019,83.72,-0.03,4280.2,42.55,17.05,73.98,1777.0,33.44,35.83,96.78,1128.0,0.4,47.5,266.77,10.89,44.4
Ukraine,UKR,2019,97.39,3.79,1165.83,28.42,16.16,70.12,430.0,21.24,31.8,130.63,14694.0,0.03,0.01,370.17,8.8,35.11
United Kingdom,GBR,2019,115.44,1.03,76894.06,45.21,40.29,92.52,12336.31,34.42,48.17,120.85,4389.71,0.5,53.38,0.0,4.0,68.63
United States,USA,2019,15.81,1.83,153923.49,43.97,34.19,89.43,44406.0,165.31,46.02,106.41,6941.0,1.0,160.85,0.0,3.9,63.6
West Bank and Gaza,PSE,2019,24.74,-1.15,6.64,30.25,7.32,70.62,1.31,1.19,7.21,86.33,2833.91,0.06,2.17,120.27,26.26,14.36
Zambia,ZMB,2019,11.55,-1.56,22.48,16.69,0.48,16.8,2.29,5.79,9.73,93.69,106.97,11.81,0.02,79.2,5.03,27.17
Argentina,ARG,2020,60.75,-10.81,546.45,31.71,21.25,85.51,2054.24,20.61,25.26,121.6,561.4,1.1,0.67,42.8,9.84,36.38
Australia,AUS,2020,136.54,-1.28,5597.9,27.54,35.45,96.39,3674.8,13.59,29.83,105.23,1762.65,0.16,59.92,0.0,5.16,15.71
Austria,AUT,2020,171.91,-6.84,15986.05,45.33,29.26,87.53,1860.5,4.66,45.14,120.32,2996.06,0.7,7.53,0.0,4.49,62.54
Bangladesh,BGD,2020,9.42,2.27,31.74,13.89,6.0,32.87,41.79,70.25,7.81,105.29,18363.86,2.88,3.74,217.37,4.38,1.87
Belgium,BEL,2020,75.19,-5.77,34420.44,54.64,40.95,91.53,3809.79,5.19,51.56,99.72,12330.1,0.1,11.82,0.0,5.36,59.6
Brazil,BRA,2020,102.74,-3.92,5944.93,54.1,17.05,81.34,5124.1,107.42,34.43,96.55,3213.62,1.9,55.45,189.66,12.05,32.02
Bulgaria,BGR,2020,94.33,-3.38,2153.93,25.03,30.31,70.16,208.97,3.39,32.63,113.85,2342.37,0.2,0.25,0.0,4.23,48.67
Canada,CAN,2020,214.08,-6.09,25572.23,38.15,41.1,92.3,12724.59,20.76,37.45,85.41,1311.78,0.19,82.16,0.0,5.66,54.72
Chile,CHL,2020,49.62,-7.41,1368.06,41.52,19.5,86.37,2034.38,9.21,20.37,129.89,69.37,0.7,13.19,45.87,7.27,8.83
China,CHN,2020,94.87,2.0,757458.88,22.83,33.93,70.05,35782.95,775.32,41.45,120.6,18294.31,3.71,127.79,562.25,4.56,61.36
Colombia,COL,2020,42.43,-8.61,689.65,33.98,15.25,70.85,1412.62,26.3,23.93,132.87,7115.32,9.4,4.3,172.38,9.96,42.33
Costa Rica,CRI,2020,70.51,-4.99,1038.67,33.3,19.38,80.53,623.65,2.57,14.16,146.64,553.38,2.3,0.06,23.11,10.81,56.85
Cote d'Ivoire,CIV,2020,1.96,-0.78,129.34,38.43,0.97,41.37,10.02,9.74,14.99,149.54,328.29,4.07,0.25,87.07,2.4,25.93
Croatia,HRV,2020,156.8,-8.18,1084.08,45.36,25.16,78.32,311.31,1.78,30.53,106.81,4280.38,0.3,0.54,7.68,6.62,49.21
Cyprus,CYP,2020,40.77,-5.45,62.94,30.76,37.4,90.8,39.13,0.65,28.1,139.64,535.46,0.04,0.22,0.0,7.07,40.46
Egypt, Arab Rep.,2020,18.72,3.68,323.85,24.85,7.17,57.28,254.5,29.9,22.73,90.27,25515.7,1.5,5.51,224.7,9.86,32.02
France,FRA,2020,96.24,-8.03,87120.4,55.61,47.5,84.71,14350.6,30.65,52.38,112.83,30024.73,0.1,29.07,0.0,8.41,65.32
Germany,DEU,2020,81.48,-3.78,182351.78,49.75,43.46,89.81,16367.8,44.43,61.25,128.89,18339.31,0.02,34.73,0.0,3.14,73.36
Ghana,GHA,2020,11.14,-1.54,43.37,69.39,0.24,56.68,44.88,13.52,10.84,125.73,4053.69,4.63,0.14,142.71,3.46,10.56
Greece,GRC,2020,63.37,-8.81,2006.3,18.66,40.5,78.12,382.96,4.74,21.74,108.57,676.33,0.8,7.52,0.0,17.31,35.95
Hungary,HUN,2020,60.94,-4.33,18155.66,59.95,33.49,84.77,1628.93,4.75,53.3,105.97,4892.49,0.4,5.28,0.0,3.42,77.5
India,IND,2020,20.95,-6.73,21583.2,48.07,1.64,43.41,7905.96,501.04,44.58,82.62,83332.08,8.53,45.34,490.53,6.51,40.04
Indonesia,IDN,2020,53.41,-2.89,6408.69,37.75,4.31,53.73,1470.07,136.2,35.0,130.81,11666.4,3.8,10.53,353.62,3.59,31.57
Ireland,IRL,2020,73.41,5.1,42490.85,83.81,30.66,92.0,85482.3,2.45,54.8,105.82,586.69,0.1,5.45,0.0,4.95,60.05
Israel,ISR,2020,133.15,-3.57,12960.52,49.28,29.71,90.13,1381.9,4.13,41.0,140.11,953.4,0.35,17.01,0.0,3.8,64.33
Italy,ITA,2020,91.03,-8.53,32892.83,43.14,30.47,70.48,5141.29,25.91,42.89,130.39,10458.52,0.8,25.34,0.0,9.95,56.39
Japan,JPN,2020,123.76,-4.0,102751.1,62.56,35.13,90.22,21993.73,69.05,56.91,155.74,4388.72,0.06,99.6,0.0,2.35,81.53
Kazakhstan,KAZ,2020,85.94,-3.76,2492.25,55.06,13.81,85.94,167.71,9.23,16.91,128.0,506.08,0.04,0.19,40.93,4.8,38.69
Kenya,KEN,2020,7.69,-2.26,85.95,47.48,1.3,25.53,131.73,22.78,13.11,118.13,2838.19,2.67,0.47,171.7,5.01,21.17
Korea, Rep.,2020,267.08,1.89,153546.69,47.67,42.01,96.16,9701.6,28.51,63.83,132.99,7125.1,0.1,142.37,0.0,3.82,73.83
Luxembourg,LUX,2020,113.85,-2.44,618.35,35.21,37.31,98.82,4374.51,0.32,21.32,132.95,2099.26,0.13,0.07,0.0,5.59,47.82
Malaysia,MYS,2020,56.09,-6.66,92100.01,41.0,10.12,89.56,2006.74,16.44,43.32,131.7,1597.35,0.01,29.74,47.47,3.26,65.17
Malta,MLT,2020,48.86,-10.61,791.98,63.21,41.34,86.86,1027.58,0.27,31.48,122.85,245.29,0.3,0.63,0.0,3.62,70.83
Mauritius,MUS,2020,42.78,-14.6,20.09,38.92,24.9,64.88,14.2,0.62,5.3,147.39,318.51,0.05,2.59,20.26,6.33,15.23
Mexico,MEX,2020,61.54,-8.65,71003.03,31.67,17.86,71.49,5123.07,56.82,45.6,97.54,39021.79,3.1,6.67,114.74,3.48,80.51
Montenegro,MNE,2020,81.12,-15.21,9.91,47.2,29.28,77.61,6.03,0.29,14.86,171.7,584.32,1.59,0.35,27.21,15.13,30.69
Morocco,MAR,2020,28.58,-8.17,850.0,38.95,5.7,84.12,166.92,11.99,41.23,133.89,6962.58,0.13,2.53,275.1,9.24,61.65
Namibia,NAM,2020,72.37,-9.67,3.76,59.3,3.16,48.76,1.28,0.92,7.35,116.43,65.59,1.42,0.78,45.56,20.0,1.46
Netherlands,NLD,2020,41.06,-4.42,87143.36,68.47,43.16,91.33,45150.66,9.47,51.19,122.83,2234.08,0.08,31.15,0.0,3.38,59.56
Nigeria,NGA,2020,17.19,-4.16,190.33,35.48,0.03,51.46,252.84,67.37,33.44,98.03,23809.28,11.99,0.57,241.81,5.21,74.2
Norway,NOR,2020,32.97,-1.86,4068.98,41.47,44.38,97.0,738.22,2.83,45.16,108.29,615.74,0.17,24.88,0.0,3.69,49.35
Pakistan,PAK,2020,10.84,-2.97,309.39,42.67,1.08,18.93,189.0,71.92,22.9,77.3,22252.0,3.31,2.49,219.17,4.83,11.13
Panama,PAN,2020,73.65,-18.85,0.69,21.69,13.83,65.54,631.06,2.04,6.21,142.25,580.85,2.0,0.54,11.41,6.33,7.69
Peru,PER,2020,126.71,-12.15,172.74,33.73,8.29,65.25,349.22,18.53,14.58,118.18,3325.92,5.9,0.7,116.34,3.38,6.26
Philippines,PHL,2020,28.98,-10.98,34896.25,27.79,7.07,47.11,916.98,45.09,47.25,133.33,35167.47,1.85,7.96,182.15,2.24,81.18
Poland,POL,2020,70.51,-1.85,19966.82,51.65,21.78,83.18,3639.0,18.33,33.25,128.42,7063.0,0.25,8.45,0.0,3.28,54.05
Portugal,PRT,2020,170.19,-8.4,3370.85,41.15,40.4,78.26,883.7,5.26,27.13,115.08,617.6,0.5,9.56,0.0,6.46,45.78
Romania,ROU,2020,64.39,-3.15,6984.61,50.73,29.24,78.46,962.38,8.97,44.36,116.18,8142.03,1.4,0.81,0.0,3.91,64.13
Russian Federation,RUS,2020,165.46,-2.46,6524.88,44.86,23.23,84.99,6288.17,73.6,25.79,163.59,10432.48,0.01,10.67,0.0,4.5,28.42
Serbia,SRB,2020,50.34,-0.24,701.57,42.78,25.18,78.37,289.73,3.27,25.07,120.22,4237.93,1.6,0.33,113.08,10.39,46.71
Slovak Republic,SVK,2020,61.84,-3.42,7860.07,44.9,31.18,89.92,751.53,2.74,52.78,133.59,2544.69,0.45,0.1,0.0,5.75,74.42
South Africa,ZAF,2020,65.31,-7.48,1835.04,39.96,2.22,70.32,1540.11,24.14,24.43,163.19,890.06,3.5,73.31,124.43,25.54,45.11
Spain,ESP,2020,106.17,-11.76,15725.22,41.61,34.18,93.21,6644.64,23.14,39.58,117.49,3206.85,0.9,35.87,0.0,14.1,56.28
Thailand,THA,2020,115.09,-6.29,45837.99,35.43,16.06,77.84,5274.35,39.95,41.36,162.7,8162.16,0.07,67.49,88.05,0.72,63.11
Tunisia,TUN,2020,32.21,-9.66,803.71,21.21,10.97,72.81,17.72,4.24,27.57,122.13,2049.66,0.15,1.05,260.3,15.13,51.64
Turkiye,TUR,2020,83.95,1.15,4172.7,41.6,19.89,77.67,2114.0,33.61,36.74,97.61,848.0,0.22,45.74,374.53,13.67,44.38
United Kingdom,GBR,2020,110.28,-11.36,58143.8,46.55,40.79,94.82,14572.55,34.7,48.17,117.82,4214.81,0.5,53.38,0.0,3.74,65.93
United States,USA,2020,15.81,-3.7,141538.56,44.27,36.09,90.62,42736.0,167.1,46.11,104.94,7049.0,0.2,108.47,0.0,3.67,65.1
West Bank and Gaza,PSE,2020,24.87,-13.5,11.99,25.87,7.39,74.6,1.57,1.25,7.21,79.63,3152.86,0.06,1.6,127.83,25.34,15.87
Zambia,ZMB,2020,10.14,-5.6,10.7,16.85,0.43,18.05,35.0,6.12,9.73,100.93,98.26,11.81,0.02,87.22,5.54,21.51
